Shipment ID,Shipment Date,Customer,Origin State,Destination State,Service Level,Parcel Type,Weight (kg),Length (cm),Width (cm),Height (cm),Selling Price (RM)
JEN1000000542MY,21-Jul-26,Siti,Sabah,Perak,Economy,Small,0.6,25,14,5,8
JEN1000000543MY,21-Jul-26,Siti,Pahang,Penang,Economy,Small,1.81,24,16,7,8
JEN1000000544MY,21-Jul-26,Nurul,WPKL,Kelantan,Economy,Small,2,19,16,8,8
JEN1000000545MY,21-Jul-26,Lee,WPKL,Penang,Economy,Small,0.75,18,20,10,8
JEN1000000546MY,21-Jul-26,Siti,Sabah,Pahang,Economy,Small,0.67,17,20,10,8
JEN1000000547MY,21-Jul-26,Raj,Perak,Selangor,Economy,Small,0.99,19,18,4,8
JEN1000000548MY,21-Jul-26,Raj,Selangor,Penang,Economy,Small,0.78,19,16,7,8
JEN1000000549MY,21-Jul-26,Hafiz,Perak,Perak,Economy,Small,0.98,16,17,2,8
JEN1000000550MY,21-Jul-26,Aina,Selangor,Kelantan,Economy,Small,1.79,23,11,8,8
JEN1000000551MY,21-Jul-26,Raj,Perak,Sarawak,Economy,Small,0.2,17,12,5,8
JEN1000000552MY,21-Jul-26,Raj,Sarawak,Kelantan,Economy,Small,0.37,17,11,9,8
JEN1000000553MY,21-Jul-26,Lim,Johor,Sabah,Economy,Small,1.31,15,17,6,8
JEN1000000554MY,21-Jul-26,Nurul,Johor,Johor,Economy,Small,1.03,16,12,8,8
JEN1000000555MY,21-Jul-26,Aina,Sarawak,Sarawak,Economy,Small,1.93,21,10,2,8
JEN1000000556MY,21-Jul-26,Zana,Penang,Sabah,Economy,Small,1.91,20,18,5,8
JEN1000000557MY,21-Jul-26,Ahmad,WPKL,Penang,Economy,Small,0.53,20,14,4,8
JEN1000000558MY,21-Jul-26,Tan,Sarawak,Pahang,Economy,Small,1.22,17,11,2,8
JEN1000000559MY,21-Jul-26,Nurul,Perak,Kelantan,Economy,Small,1.48,24,18,7,8
JEN1000000560MY,21-Jul-26,Siti,Johor,Sabah,Economy,Small,1.99,22,15,5,8
JEN1000000561MY,21-Jul-26,Hafiz,Sarawak,WPKL,Economy,Small,0.53,17,13,2,8
JEN1000000562MY,21-Jul-26,Tan,Pahang,Johor,Economy,Small,0.33,25,10,8,8
JEN1000000563MY,21-Jul-26,Zana,Pahang,WPKL,Economy,Small,1.23,15,20,3,8
JEN1000000564MY,21-Jul-26,Tan,WPKL,Selangor,Economy,Small,0.89,21,11,10,8
JEN1000000565MY,21-Jul-26,Tan,Kelantan,Johor,Economy,Small,0.49,25,20,2,8
JEN1000000566MY,21-Jul-26,Nurul,Sarawak,Selangor,Economy,Small,1.36,19,19,4,8
JEN1000000567MY,21-Jul-26,Ahmad,Selangor,Pahang,Economy,Small,1.47,16,14,3,8
JEN1000000568MY,21-Jul-26,Raj,Kelantan,Penang,Economy,Small,1.26,19,18,5,8
JEN1000000569MY,21-Jul-26,Lee,Sarawak,Perak,Economy,Small,0.4,23,17,5,8
JEN1000000570MY,21-Jul-26,Hafiz,Sabah,Penang,Economy,Small,0.11,25,11,3,8
JEN1000000571MY,21-Jul-26,Tan,Kelantan,Johor,Economy,Small,1.9,23,11,3,8
JEN1000000572MY,21-Jul-26,Zana,Penang,Kelantan,Economy,Small,1.98,19,14,9,8
JEN1000000573MY,21-Jul-26,Nurul,Selangor,Johor,Economy,Small,1.76,19,15,7,8
JEN1000000574MY,21-Jul-26,Siti,Selangor,Selangor,Economy,Small,1.72,15,10,4,8
JEN1000000575MY,21-Jul-26,Raj,Sabah,Sabah,Economy,Small,1.8,24,14,3,8
JEN1000000576MY,21-Jul-26,Nurul,Sabah,Johor,Economy,Small,0.32,21,17,6,8
JEN1000000577MY,21-Jul-26,Zana,Kelantan,Sarawak,Economy,Small,1.33,17,11,4,8
JEN1000000578MY,21-Jul-26,Siti,Johor,Selangor,Economy,Small,0.89,24,17,9,8
JEN1000000579MY,21-Jul-26,Lee,Sarawak,Sabah,Economy,Small,1.26,25,12,9,8
JEN1000000580MY,21-Jul-26,Zana,Selangor,Sarawak,Economy,Small,0.94,16,14,7,8
JEN1000000581MY,21-Jul-26,Aina,Pahang,Penang,Economy,Small,1.96,25,15,10,8
JEN1000000582MY,21-Jul-26,Nurul,Selangor,Sarawak,Economy,Small,1.36,18,17,7,8
JEN1000000583MY,21-Jul-26,Siti,Johor,Pahang,Economy,Small,1.79,24,10,2,8
JEN1000000584MY,21-Jul-26,Raj,Pahang,Kelantan,Economy,Small,1.72,17,11,9,8
JEN1000000585MY,21-Jul-26,Aina,Penang,Sabah,Economy,Small,1.94,15,18,5,8
JEN1000000586MY,21-Jul-26,Hafiz,Sarawak,Sarawak,Economy,Small,1.65,16,17,9,8
JEN1000000587MY,21-Jul-26,Lee,Kelantan,Selangor,Economy,Small,1.73,22,15,3,8
JEN1000000588MY,21-Jul-26,Zana,WPKL,Selangor,Economy,Small,0.87,15,18,10,8
JEN1000000589MY,21-Jul-26,Raj,Selangor,Perak,Economy,Small,1.79,23,13,9,8
JEN1000000590MY,21-Jul-26,Hafiz,Sabah,WPKL,Economy,Small,1.65,22,15,10,8
JEN1000000591MY,21-Jul-26,Zana,Kelantan,Sabah,Economy,Small,1.46,16,11,5,8
JEN1000000592MY,21-Jul-26,Raj,Sabah,Sabah,Economy,Small,1.68,19,18,10,8
JEN1000000593MY,21-Jul-26,Ahmad,Selangor,WPKL,Economy,Small,1.8,22,12,8,8
JEN1000000594MY,21-Jul-26,Lim,Perak,Penang,Economy,Small,0.46,21,13,9,8
JEN1000000595MY,21-Jul-26,Lee,Sabah,Selangor,Economy,Small,1.54,15,20,3,8
JEN1000000596MY,21-Jul-26,Zana,Kelantan,Pahang,Economy,Small,0.36,22,10,10,8
JEN1000000597MY,21-Jul-26,Hafiz,Pahang,Sarawak,Economy,Small,1.69,22,18,4,8
JEN1000000598MY,21-Jul-26,Aina,Johor,Johor,Economy,Small,0.3,25,19,7,8
JEN1000000599MY,21-Jul-26,Raj,Sarawak,Sarawak,Economy,Small,1.96,18,14,8,8
JEN1000000600MY,21-Jul-26,Tan,Perak,Kelantan,Economy,Small,1.63,17,16,10,8
JEN1000000601MY,21-Jul-26,Lim,Pahang,Sabah,Economy,Small,1.45,23,20,5,8
JEN1000000602MY,21-Jul-26,Aina,Penang,Perak,Economy,Small,1.4,25,12,4,8
JEN1000000603MY,21-Jul-26,Hafiz,Pahang,Sabah,Economy,Small,1.45,20,18,9,8
JEN1000000604MY,21-Jul-26,Ahmad,Sarawak,Pahang,Economy,Small,0.64,21,10,10,8
JEN1000000605MY,21-Jul-26,Tan,WPKL,Sarawak,Economy,Small,0.38,25,10,5,8
JEN1000000606MY,21-Jul-26,Lim,Johor,Perak,Economy,Small,1.4,17,10,6,8
JEN1000000607MY,21-Jul-26,Lim,Pahang,WPKL,Economy,Small,0.78,22,11,10,8
JEN1000000608MY,21-Jul-26,Nurul,Pahang,Sarawak,Economy,Small,0.55,19,20,2,8
JEN1000000609MY,21-Jul-26,Zana,Sarawak,Sarawak,Economy,Small,1.92,25,15,10,8
JEN1000000610MY,21-Jul-26,Hafiz,WPKL,Perak,Economy,Small,0.49,22,13,7,8
JEN1000000611MY,21-Jul-26,Siti,Pahang,Penang,Economy,Small,1.57,18,14,9,8
JEN1000000612MY,21-Jul-26,Zana,Selangor,Johor,Economy,Small,1.93,23,11,8,8
JEN1000000613MY,21-Jul-26,Zana,Sarawak,Perak,Economy,Small,1.16,17,12,6,8
JEN1000000614MY,21-Jul-26,Raj,Sabah,Kelantan,Economy,Small,1.45,17,10,4,8
JEN1000000615MY,21-Jul-26,Ahmad,WPKL,Perak,Economy,Small,1.03,24,18,7,8
JEN1000000616MY,21-Jul-26,Aina,Sabah,Pahang,Economy,Small,0.52,17,18,3,8
JEN1000000617MY,21-Jul-26,Lim,Johor,Sarawak,Economy,Small,1.13,21,11,7,8
JEN1000000618MY,21-Jul-26,Lee,Penang,Sabah,Economy,Small,0.73,19,13,10,8
JEN1000000619MY,21-Jul-26,Hafiz,Pahang,WPKL,Economy,Small,0.32,20,17,5,8
JEN1000000620MY,21-Jul-26,Nurul,Penang,WPKL,Economy,Small,1.4,20,16,3,8
JEN1000000621MY,21-Jul-26,Aina,Perak,Pahang,Economy,Small,1.48,15,18,7,8
JEN1000000622MY,21-Jul-26,Raj,Pahang,Kelantan,Economy,Small,1.02,19,20,5,8
JEN1000000623MY,21-Jul-26,Zana,Pahang,Selangor,Economy,Small,1.9,17,18,10,8
JEN1000000624MY,21-Jul-26,Ahmad,Selangor,Penang,Economy,Small,1.37,18,20,8,8
JEN1000000625MY,21-Jul-26,Siti,Penang,Pahang,Economy,Small,1.67,21,20,3,8
JEN1000000626MY,21-Jul-26,Zana,WPKL,Kelantan,Economy,Small,1.46,15,11,3,8
JEN1000000627MY,21-Jul-26,Nurul,Johor,Perak,Economy,Small,1.16,24,13,6,8
JEN1000000628MY,21-Jul-26,Nurul,Sarawak,Kelantan,Economy,Small,1.3,21,15,2,8
JEN1000000629MY,21-Jul-26,Ahmad,Selangor,Pahang,Economy,Small,0.11,24,11,2,8
JEN1000000630MY,21-Jul-26,Tan,Sabah,Pahang,Economy,Small,0.3,25,14,3,8
JEN1000000631MY,21-Jul-26,Siti,Kelantan,Sarawak,Economy,Small,0.85,25,10,9,8
JEN1000000632MY,21-Jul-26,Siti,Pahang,Penang,Economy,Small,0.36,21,18,6,8
JEN1000000633MY,21-Jul-26,Siti,Perak,Sabah,Economy,Small,1.92,15,18,10,8
JEN1000000634MY,21-Jul-26,Aina,Selangor,WPKL,Economy,Small,0.11,24,16,10,8
JEN1000000635MY,21-Jul-26,Aina,Selangor,Perak,Economy,Small,0.5,20,13,8,8
JEN1000000636MY,21-Jul-26,Ahmad,Johor,Johor,Economy,Small,0.45,24,14,5,8
JEN1000000637MY,21-Jul-26,Ahmad,Johor,WPKL,Economy,Small,1.72,23,17,10,8
JEN1000000638MY,21-Jul-26,Raj,Perak,Selangor,Economy,Small,0.58,18,19,9,8
JEN1000000639MY,21-Jul-26,Hafiz,Sabah,Johor,Economy,Small,1.38,18,11,6,8
JEN1000000640MY,21-Jul-26,Hafiz,Selangor,Penang,Economy,Small,0.7,22,15,6,8
JEN1000000641MY,21-Jul-26,Raj,Johor,Sabah,Economy,Small,1.63,21,12,2,8
JEN1000000642MY,21-Jul-26,Raj,Penang,Penang,Economy,Small,1.45,25,16,6,8
JEN1000000643MY,21-Jul-26,Tan,Johor,Sabah,Economy,Small,1.77,22,17,7,8
JEN1000000644MY,21-Jul-26,Tan,Kelantan,Pahang,Economy,Small,0.31,25,19,3,8
JEN1000000645MY,21-Jul-26,Zana,Johor,Pahang,Economy,Small,0.47,25,11,3,8
JEN1000000646MY,21-Jul-26,Zana,Pahang,WPKL,Economy,Small,1.64,24,16,5,8
JEN1000000647MY,21-Jul-26,Raj,Pahang,Perak,Economy,Small,1.13,23,17,4,8
JEN1000000648MY,21-Jul-26,Lee,Sarawak,Penang,Economy,Small,1.79,24,14,4,8
JEN1000000649MY,21-Jul-26,Lim,Pahang,Pahang,Economy,Small,0.27,20,18,2,8
JEN1000000650MY,21-Jul-26,Lee,Johor,Pahang,Economy,Small,0.37,17,12,4,8
JEN1000000651MY,21-Jul-26,Tan,Sabah,WPKL,Economy,Small,0.52,22,13,3,8
JEN1000000652MY,21-Jul-26,Nurul,Sabah,Penang,Economy,Small,0.18,18,18,7,8
JEN1000000653MY,21-Jul-26,Ahmad,Kelantan,Kelantan,Economy,Small,1.77,15,20,7,8
JEN1000000654MY,21-Jul-26,Hafiz,Pahang,Perak,Economy,Small,1.69,19,19,10,8
JEN1000000655MY,21-Jul-26,Aina,Johor,Sarawak,Economy,Small,1.34,20,19,3,8
JEN1000000656MY,21-Jul-26,Raj,Perak,Sarawak,Economy,Small,1.95,18,18,8,8
JEN1000000657MY,21-Jul-26,Siti,Sabah,Kelantan,Economy,Small,1.61,24,10,10,8
JEN1000000658MY,21-Jul-26,Lim,Kelantan,Johor,Economy,Small,0.54,23,20,6,8
JEN1000000659MY,21-Jul-26,Nurul,Johor,Johor,Economy,Small,0.4,24,11,5,8
JEN1000000660MY,21-Jul-26,Hafiz,Sabah,Selangor,Economy,Small,1.01,22,17,5,8
JEN1000000661MY,21-Jul-26,Siti,Johor,Sarawak,Economy,Small,0.14,15,12,4,8
JEN1000000662MY,21-Jul-26,Tan,Pahang,WPKL,Economy,Small,1.79,17,10,4,8
JEN1000000663MY,21-Jul-26,Tan,Johor,Pahang,Economy,Small,1.92,24,19,2,8
JEN1000000664MY,21-Jul-26,Lim,Selangor,Penang,Economy,Small,0.95,22,17,4,8
JEN1000000665MY,21-Jul-26,Tan,Sarawak,Johor,Economy,Small,1.61,17,19,10,8
JEN1000000666MY,21-Jul-26,Lim,Johor,Sabah,Economy,Small,1.85,24,19,3,8
JEN1000000667MY,21-Jul-26,Aina,Sarawak,Sarawak,Economy,Small,0.35,15,13,10,8
JEN1000000668MY,21-Jul-26,Aina,Sarawak,Johor,Economy,Small,1.25,17,17,2,8
JEN1000000669MY,21-Jul-26,Zana,Pahang,Selangor,Economy,Small,0.28,25,12,10,8
JEN1000000670MY,21-Jul-26,Lim,Sarawak,Pahang,Economy,Small,0.9,15,18,8,8
JEN1000000671MY,21-Jul-26,Siti,Kelantan,Sarawak,Economy,Small,0.77,24,11,8,8
JEN1000000672MY,21-Jul-26,Nurul,Perak,Kelantan,Economy,Small,1.56,16,14,10,8
JEN1000000673MY,21-Jul-26,Ahmad,Perak,Penang,Economy,Small,0.11,15,19,10,8
JEN1000000674MY,21-Jul-26,Raj,Pahang,WPKL,Economy,Small,0.81,18,15,8,8
JEN1000000675MY,21-Jul-26,Aina,Selangor,Johor,Economy,Small,0.91,24,14,6,8
JEN1000000676MY,21-Jul-26,Nurul,Sarawak,Sabah,Economy,Small,1.26,25,16,5,8
JEN1000000677MY,21-Jul-26,Lee,Pahang,Pahang,Economy,Small,1.02,20,18,10,8
JEN1000000678MY,21-Jul-26,Lim,Perak,Perak,Economy,Small,1.2,21,12,3,8
JEN1000000679MY,21-Jul-26,Aina,Kelantan,Johor,Economy,Small,0.29,23,16,7,8
JEN1000000680MY,21-Jul-26,Siti,WPKL,Johor,Economy,Small,0.84,25,10,3,8
JEN1000000681MY,21-Jul-26,Ahmad,Kelantan,Sarawak,Economy,Small,0.27,19,13,7,8
JEN1000000682MY,21-Jul-26,Tan,WPKL,Sarawak,Economy,Small,1.87,21,19,10,8
JEN1000000683MY,21-Jul-26,Aina,WPKL,Johor,Economy,Small,1.32,22,10,5,8
JEN1000000684MY,21-Jul-26,Lim,Perak,Penang,Economy,Small,0.16,24,18,10,8
JEN1000000685MY,21-Jul-26,Ahmad,Johor,WPKL,Economy,Small,0.78,25,10,4,8
JEN1000000686MY,21-Jul-26,Aina,Perak,Sarawak,Economy,Small,0.77,21,16,5,8
JEN1000000687MY,21-Jul-26,Hafiz,WPKL,Selangor,Economy,Small,1.85,23,14,10,8
JEN1000000688MY,21-Jul-26,Lee,Sabah,Sabah,Economy,Small,1.93,19,13,5,8
JEN1000000689MY,21-Jul-26,Aina,Sarawak,WPKL,Economy,Small,0.6,21,18,3,8
JEN1000000690MY,21-Jul-26,Aina,Selangor,Pahang,Economy,Small,0.66,16,18,6,8
JEN1000000691MY,21-Jul-26,Raj,Perak,Kelantan,Economy,Small,1.94,24,17,5,8
JEN1000000692MY,21-Jul-26,Tan,Kelantan,Kelantan,Economy,Small,1.8,15,17,3,8
JEN1000000693MY,21-Jul-26,Raj,Selangor,Sarawak,Economy,Small,1.3,18,20,5,8
JEN1000000694MY,21-Jul-26,Tan,Sarawak,Sabah,Economy,Small,1.08,15,14,5,8
JEN1000000695MY,21-Jul-26,Siti,Selangor,Sarawak,Economy,Small,1.38,20,11,10,8
JEN1000000696MY,21-Jul-26,Lim,Kelantan,Sabah,Economy,Small,0.77,24,14,4,8
JEN1000000697MY,21-Jul-26,Lim,Kelantan,Penang,Economy,Small,0.55,18,14,5,8
JEN1000000698MY,21-Jul-26,Ahmad,Penang,Penang,Economy,Small,1.69,20,12,3,8
JEN1000000699MY,21-Jul-26,Raj,Selangor,Kelantan,Economy,Small,1.27,23,10,9,8
JEN1000000700MY,21-Jul-26,Siti,Sabah,Kelantan,Economy,Small,1.81,24,14,9,8
JEN1000000701MY,21-Jul-26,Aina,Pahang,Perak,Economy,Small,0.86,24,12,2,8
JEN1000000702MY,21-Jul-26,Nurul,Sarawak,Kelantan,Economy,Small,1.89,15,18,7,8
JEN1000000703MY,21-Jul-26,Zana,Johor,Kelantan,Economy,Small,1.96,23,17,7,8
JEN1000000704MY,21-Jul-26,Hafiz,WPKL,Penang,Economy,Small,0.82,16,15,7,8
JEN1000000705MY,21-Jul-26,Hafiz,Perak,Johor,Economy,Small,1.14,18,14,9,8
JEN1000000706MY,21-Jul-26,Raj,Sabah,Sabah,Economy,Small,0.45,21,13,8,8
JEN1000000707MY,21-Jul-26,Hafiz,Sabah,Sarawak,Economy,Small,0.63,17,19,4,8
JEN1000000708MY,21-Jul-26,Nurul,Penang,Selangor,Economy,Small,1.47,18,18,8,8
JEN1000000709MY,21-Jul-26,Siti,Penang,Johor,Economy,Small,1.62,17,17,2,8
JEN1000000710MY,21-Jul-26,Raj,Sarawak,Kelantan,Economy,Small,0.36,25,18,10,8
JEN1000000711MY,21-Jul-26,Ahmad,Kelantan,Perak,Economy,Small,0.58,24,10,8,8
JEN1000000712MY,21-Jul-26,Lee,Johor,WPKL,Economy,Small,0.51,19,17,3,8
JEN1000000713MY,21-Jul-26,Raj,Sabah,Perak,Economy,Small,0.79,23,18,6,8
JEN1000000714MY,21-Jul-26,Hafiz,WPKL,Sarawak,Economy,Small,0.33,25,19,5,8
JEN1000000715MY,21-Jul-26,Aina,Pahang,Johor,Economy,Small,1.96,19,15,7,8
JEN1000000716MY,21-Jul-26,Lee,Kelantan,Kelantan,Economy,Small,1.79,21,19,6,8
JEN1000000717MY,21-Jul-26,Ahmad,Johor,Johor,Economy,Small,1.32,20,16,8,8
JEN1000000718MY,21-Jul-26,Tan,Selangor,Johor,Economy,Small,0.75,20,15,6,8
JEN1000000719MY,21-Jul-26,Lee,Sarawak,Perak,Economy,Small,1.79,20,19,10,8
JEN1000000720MY,21-Jul-26,Tan,Sarawak,Johor,Economy,Small,0.45,15,12,5,8
JEN1000000721MY,21-Jul-26,Lee,Selangor,Penang,Economy,Small,0.42,16,11,3,8
JEN1000000722MY,21-Jul-26,Ahmad,Pahang,WPKL,Economy,Small,0.15,21,18,3,8
JEN1000000723MY,21-Jul-26,Lim,Perak,Johor,Economy,Small,0.26,21,14,5,8
JEN1000000724MY,21-Jul-26,Zana,Perak,Kelantan,Economy,Small,1.29,17,18,4,8
JEN1000000725MY,21-Jul-26,Aina,WPKL,Sabah,Economy,Small,1.73,20,17,9,8
JEN1000000726MY,21-Jul-26,Hafiz,Perak,Pahang,Economy,Small,0.95,23,12,9,8
JEN1000000727MY,21-Jul-26,Lee,Sarawak,Pahang,Economy,Small,1.32,23,14,7,8
JEN1000000728MY,21-Jul-26,Nurul,Pahang,Penang,Economy,Small,1.63,22,14,7,8
JEN1000000729MY,21-Jul-26,Raj,Perak,Johor,Economy,Small,0.68,15,18,4,8
JEN1000000730MY,21-Jul-26,Zana,Perak,Kelantan,Economy,Small,1.12,22,17,6,8
JEN1000000731MY,21-Jul-26,Lim,Sarawak,Perak,Economy,Small,1.23,15,18,7,8
JEN1000000732MY,21-Jul-26,Nurul,Sarawak,Pahang,Economy,Small,0.93,18,12,8,8
JEN1000000733MY,21-Jul-26,Hafiz,Penang,Perak,Economy,Small,0.25,25,13,10,8
JEN1000000734MY,21-Jul-26,Lim,Perak,Perak,Economy,Small,1.33,23,14,8,8
JEN1000000735MY,21-Jul-26,Hafiz,Selangor,Johor,Economy,Small,0.36,16,20,9,8
JEN1000000736MY,21-Jul-26,Zana,Kelantan,Perak,Economy,Small,1.43,22,13,7,8
JEN1000000737MY,21-Jul-26,Tan,Johor,WPKL,Economy,Small,1.94,15,12,3,8
JEN1000000738MY,21-Jul-26,Siti,Perak,Johor,Economy,Small,1.46,15,13,3,8
JEN1000000739MY,21-Jul-26,Raj,WPKL,Kelantan,Economy,Small,0.51,21,14,9,8
JEN1000000740MY,21-Jul-26,Nurul,Kelantan,WPKL,Economy,Small,0.73,17,10,6,8
JEN1000000741MY,21-Jul-26,Zana,Selangor,Pahang,Economy,Small,0.99,18,14,8,8
JEN1000000742MY,21-Jul-26,Lim,Selangor,Penang,Economy,Small,0.83,22,13,2,8
JEN1000000743MY,21-Jul-26,Tan,Kelantan,Selangor,Economy,Small,1.09,18,17,8,8
JEN1000000744MY,21-Jul-26,Ahmad,Sabah,Johor,Economy,Small,1.3,15,18,10,8
JEN1000000745MY,21-Jul-26,Lim,Perak,Kelantan,Economy,Small,1.31,18,15,2,8
JEN1000000746MY,21-Jul-26,Tan,Selangor,Penang,Economy,Small,1.3,20,10,4,8
JEN1000000747MY,21-Jul-26,Hafiz,Selangor,Sarawak,Economy,Small,1.6,15,10,9,8
JEN1000000748MY,21-Jul-26,Ahmad,Johor,Sabah,Economy,Small,1.56,18,12,9,8
JEN1000000749MY,21-Jul-26,Ahmad,Sabah,WPKL,Economy,Small,0.21,25,12,10,8
JEN1000000750MY,21-Jul-26,Lee,Johor,Kelantan,Economy,Small,0.54,23,20,7,8
JEN1000000751MY,21-Jul-26,Zana,Penang,WPKL,Economy,Small,1.41,20,12,6,8
JEN1000000752MY,21-Jul-26,Hafiz,Kelantan,Kelantan,Economy,Small,1.16,23,17,5,8
JEN1000000753MY,21-Jul-26,Siti,Johor,Pahang,Economy,Small,0.76,22,14,10,8
JEN1000000754MY,21-Jul-26,Raj,Selangor,Pahang,Economy,Small,0.39,19,14,10,8
JEN1000000755MY,21-Jul-26,Zana,Kelantan,WPKL,Economy,Small,1.57,23,16,4,8
JEN1000000756MY,21-Jul-26,Nurul,Sabah,Penang,Economy,Small,0.71,16,20,10,8
JEN1000000757MY,21-Jul-26,Raj,Penang,Pahang,Economy,Small,1.4,23,12,6,8
JEN1000000758MY,21-Jul-26,Zana,Sarawak,Sabah,Economy,Small,0.31,23,20,3,8
JEN1000000759MY,21-Jul-26,Lim,Johor,Johor,Economy,Small,1.76,18,11,9,8
JEN1000000760MY,21-Jul-26,Aina,Selangor,WPKL,Economy,Small,1.18,21,20,9,8
JEN1000000761MY,21-Jul-26,Lim,Perak,WPKL,Economy,Small,0.8,24,11,2,8
JEN1000000762MY,21-Jul-26,Aina,Kelantan,Selangor,Economy,Small,0.99,25,10,7,8
JEN1000000763MY,21-Jul-26,Aina,Sarawak,Sabah,Economy,Small,1.61,15,19,6,8
JEN1000000764MY,21-Jul-26,Ahmad,WPKL,Selangor,Economy,Small,1.69,16,13,10,8
JEN1000000765MY,21-Jul-26,Lim,Selangor,Penang,Economy,Small,1.11,18,13,10,8
JEN1000000766MY,21-Jul-26,Lee,Johor,Pahang,Economy,Small,1.52,21,11,7,8
JEN1000000767MY,21-Jul-26,Aina,Sarawak,Selangor,Economy,Small,0.42,17,18,8,8
JEN1000000768MY,21-Jul-26,Raj,Sabah,Johor,Economy,Small,1.11,24,17,7,8
JEN1000000769MY,21-Jul-26,Raj,Pahang,Sabah,Economy,Small,1.71,21,20,8,8
JEN1000000770MY,21-Jul-26,Lee,Penang,Pahang,Economy,Small,0.51,23,14,7,8
JEN1000000771MY,21-Jul-26,Aina,Kelantan,Sarawak,Economy,Small,0.1,15,14,2,8
JEN1000000772MY,21-Jul-26,Zana,Johor,Perak,Economy,Small,0.11,18,13,7,8
JEN1000000773MY,21-Jul-26,Ahmad,Perak,Pahang,Economy,Small,1.07,24,19,4,8
JEN1000000774MY,21-Jul-26,Hafiz,WPKL,Kelantan,Economy,Small,0.78,17,14,7,8
JEN1000000775MY,21-Jul-26,Hafiz,Penang,Penang,Economy,Small,0.59,19,11,8,8
JEN1000000776MY,21-Jul-26,Hafiz,Penang,Selangor,Economy,Small,1.47,22,12,9,8
JEN1000000777MY,21-Jul-26,Zana,Selangor,Perak,Economy,Small,0.17,24,16,3,8
JEN1000000778MY,21-Jul-26,Lim,Sabah,Sabah,Economy,Small,1.77,21,16,3,8
JEN1000000779MY,21-Jul-26,Aina,WPKL,Sarawak,Economy,Small,0.2,23,10,7,8
JEN1000000780MY,21-Jul-26,Nurul,Johor,Sabah,Economy,Small,1.05,18,12,2,8
JEN1000000781MY,21-Jul-26,Siti,Kelantan,Pahang,Economy,Small,0.27,21,14,8,8
JEN1000000782MY,21-Jul-26,Nurul,Johor,Sabah,Economy,Small,0.26,24,10,10,8
JEN1000000783MY,21-Jul-26,Lee,Perak,Selangor,Economy,Small,0.86,21,12,4,8
JEN1000000784MY,21-Jul-26,Aina,Pahang,Penang,Economy,Small,1.03,25,19,5,8
JEN1000000785MY,21-Jul-26,Hafiz,Pahang,Penang,Economy,Small,0.56,19,16,7,8
JEN1000000786MY,21-Jul-26,Lim,Selangor,Selangor,Economy,Small,1.38,21,15,7,8
JEN1000000787MY,21-Jul-26,Raj,Sabah,Sabah,Economy,Small,1.23,15,14,4,8
JEN1000000788MY,21-Jul-26,Siti,Kelantan,Johor,Economy,Small,0.94,18,13,7,8
JEN1000000789MY,21-Jul-26,Tan,Selangor,Selangor,Economy,Small,1.51,18,19,4,8
JEN1000000790MY,21-Jul-26,Lee,WPKL,Sabah,Economy,Small,1.42,16,14,9,8
JEN1000000791MY,21-Jul-26,Aina,WPKL,Sabah,Economy,Small,0.5,23,13,5,8
JEN1000000792MY,21-Jul-26,Nurul,Pahang,Perak,Economy,Small,1.14,24,12,2,8
JEN1000000793MY,21-Jul-26,Hafiz,Pahang,WPKL,Economy,Small,0.59,15,14,5,8
JEN1000000794MY,21-Jul-26,Tan,Perak,WPKL,Economy,Small,0.98,15,11,8,8
JEN1000000795MY,21-Jul-26,Nurul,Sabah,Selangor,Economy,Small,0.14,25,16,5,8
JEN1000000796MY,21-Jul-26,Ahmad,Pahang,Selangor,Economy,Small,1.82,22,19,10,8
JEN1000000797MY,21-Jul-26,Zana,Johor,Penang,Economy,Small,1.05,22,18,2,8
JEN1000000798MY,21-Jul-26,Zana,Penang,Pahang,Economy,Small,0.68,22,16,4,8
JEN1000000799MY,21-Jul-26,Tan,Sabah,Sabah,Economy,Small,0.78,19,13,10,8
JEN1000000800MY,21-Jul-26,Lim,WPKL,Perak,Economy,Small,1.77,15,18,6,8
JEN1000000801MY,21-Jul-26,Nurul,Johor,Sabah,Economy,Small,1.8,25,12,3,8
JEN1000000802MY,21-Jul-26,Tan,Pahang,Penang,Economy,Small,0.89,24,12,8,8
JEN1000000803MY,21-Jul-26,Hafiz,Sabah,Kelantan,Economy,Small,1.13,18,20,4,8
JEN1000000804MY,21-Jul-26,Nurul,Pahang,Penang,Economy,Small,1.74,19,18,4,8
JEN1000000805MY,21-Jul-26,Siti,Johor,Johor,Economy,Small,0.7,23,18,3,8
JEN1000000806MY,21-Jul-26,Tan,Sabah,Johor,Economy,Small,1.48,20,16,8,8
JEN1000000807MY,21-Jul-26,Siti,Kelantan,Perak,Economy,Small,0.39,18,11,4,8
JEN1000000808MY,21-Jul-26,Lim,WPKL,Perak,Economy,Small,1.25,24,13,5,8
JEN1000000809MY,21-Jul-26,Hafiz,WPKL,Sabah,Economy,Small,0.25,22,12,10,8
JEN1000000810MY,21-Jul-26,Siti,Kelantan,Sabah,Economy,Small,0.45,21,17,9,8
JEN1000000811MY,21-Jul-26,Nurul,Johor,Penang,Economy,Small,0.53,21,10,6,8
JEN1000000812MY,21-Jul-26,Hafiz,Penang,Penang,Economy,Small,1.54,16,12,9,8
