Vehicle ID,Vehicle Type,Category,Fuel Type,Max Weight (kg),Max Volume (m³),Max Parcels,Avg Speed (km/h),State,Region Availability,Average Parcel Per Item,Status
L3T059,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sabah,Sabah,2.5,Active
L3T060,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sabah,Sabah,2.5,Active
L3T061,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sabah,Sabah,2.5,Active
L3T062,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sarawak,Sarawak,2.5,Active
L3T063,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sarawak,Sarawak,2.5,Active
L3T064,3-Ton Lorry,Road,Diesel,"3,000",15,"1,200",60,Sarawak,Sarawak,2.5,Active
AIR001,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
AIR002,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
AIR003,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
AIR004,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
AIR005,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
AIR006,Air Cargo,Air,N/A,"20,000",100,"10,000",700,Nationwide,Nationwide,2,Active
SEA001,Sea Freight,Sea,N/A,"100,000",500,"50,000",35,Nationwide,Nationwide,2,Active
SEA002,Sea Freight,Sea,N/A,"100,000",500,"50,000",35,Nationwide,Nationwide,2,Active
SEA003,Sea Freight,Sea,N/A,"100,000",500,"50,000",35,Nationwide,Nationwide,2,Active
SEA004,Sea Freight,Sea,N/A,"100,000",500,"50,000",35,Nationwide,Nationwide,2,Active
SEA005,Sea Freight,Sea,N/A,"100,000",500,"50,000",35,Nationwide,Nationwide,2,Active
